index,need,cpu,graphicard,hardisk,ram,screen
1683,I am finding myself a fast computer.,3,3,4,3,2
1684,I am finding myself a new computer that has a good battery life and runs cool. I want it to have empty memory slot for further upgrading. The bezel should be thin around the screen. The graphics should be good though. I need a smaller charger unit with a high performance-cost ratio.,3,1,1,3,2
1685,My old laptop is not working and I am finding a lightweight and fast one with high performance-cost ratio.,3,1,1,3,2
1686,"I am in need of a new computer that is fast, sleek and economical. The speakers have to be good though.",3,1,1,3,2
1687,"I am finding a new computer for myself that is fast and has high internet connection. I want it to be lightweight and loud. It would be good if it can install Windows automatically out of the box. One more thing, I want it to play games well.",3,1,1,3,2
1688,I need a quiet computer with high performance-cost ratio.,3,1,1,3,2
1689,I have got a lot of photos and I need a roomy device for that. I also want it to be lightweight and fast.,3,1,1,3,2
1690,I don't know if I would bring the laptop outside but anyway being lightweight isn't bad.,3,1,1,3,2
1691,I am replacing my old computer and the new one should restart quickly with an excellent price.,3,1,1,3,2
1692,A fast computer with a high performance-cost ratio is what I need.,3,1,1,3,2
1693,"I am looking for a new computer with great design, great keyboard and awesome sound output.",3,1,1,3,2
1694,I do video editing so a good video card and a fast processor are expected.,3,1,1,3,2
1695,I do spreadsheets all day and I want to find myself a computer with a high performance-cost ratio.,3,1,1,3,2
1696,The only thing I require on my computer is great specs with decent price.,3,1,1,3,2
1697,I need some good specs on the computer for my business.,3,1,1,3,2
1698,I want to change my old computer and I need a fast one with excellent battery life.,3,1,1,3,2
1699,I want to have a fast and quiet computer.,3,1,1,3,2
1700,I am not having a huge budget and so I need a computer with amazing price.,3,1,1,3,2
1701,My old computer is not working anymore and I want a new one with sleek design and great display.,3,1,1,3,2
1702,All I need on a computer is high bootup speed and great graphics.,3,1,1,3,2
1703,I want a high performance-cost ratio computer which can do fast start-up. The computer should be light and have a good fingerprint scanner. A premium typing experience and a professional look are expected. I want the design to be tasteful and minimalist. The keyboard should be easy to type on and I want good precision and gestures from the computer. It would be nice if it is silent when light use.,2,1,5,3,2
1704,"I need a computer which has an excellent keyboard and a great screen, but also not too attractive to eyeballs. I would need a good FPS and a high performance-cost ratio.",2,1,5,3,2
1705,"My computer should be fast and accessible, and should have a good graphic performance.",2,1,5,3,2
1706,I want a computer with good screen and fast booting. The FPS rates should be good as well as the wireless card. Hopefully there is a fast WIFI connection and a high performance-cost ratio.,2,1,5,3,2
1707,The computer I want should have high performance-cost ratio and a normal look.,2,1,5,3,2
1708,I need a good functioning fan to be along with my computer. And I hope the battery life would be long enough.,2,1,5,3,2
1709,I need a powerful computer with solid speakers and good built quality.,2,1,5,3,2
1710,I want the computer to run smoothly.,2,1,5,3,2
1711,I need the computer to handle games well.,2,1,5,3,2
1712,The computer I need is the one which can be opened up and upgraded easily and have a good build quality.,2,1,5,3,2
1713,I need a cheap computer with solid build quality and awesome cooling system.,2,1,5,3,2
1714,I want a computer with high performance-cost ratio.,2,1,5,3,2
1715,A nice cooling stand would be good for my computer.,2,1,5,3,2
1716,My desire computer should own a great keyboard and a powerful cooling system. I also expect a good IPS panel.,2,1,5,3,2
1717,I need a computer that can run my games fine and do editing. I also need it to have a clear screen and a decent battery life. Of course it should have a reasonable price.,2,1,5,3,2
1718,"I want a computer with great colour and viewing angles. A good screen is also what I wanted, and hopefully its performance-cost ratio is high.",2,1,5,3,2
1719,The computer I want should handle my games with ease and run super fast. I need it to be quiet and have a great battery life also.,2,1,5,3,2
1720,I need a high performance-cost ratio computer.,2,1,5,3,2
1721,The computer I need would be the one with strong GPU and hardware. I want it to look professional and have a good fingerprint scanner and trackpad.,2,1,5,3,2
1722,I would like to have a computer with long battery life and can run fast and quietly. The keyboard would be better with red backlit. I want it to be lightweight and have a high performance-cost ratio.,2,1,5,3,2
1723,I want the computer to perform well in games and be perfect for upgraders.,2,1,5,3,2
1724,I need a plain notebook without those flashy light but still keep a beautiful design.,2,1,5,3,2
1725,I want a computer that stay in my budget.,2,1,5,3,2
1726,The computer I need should have a high performance-cost ratio and be solidly constructed. I want to feel premium while using the computer.,2,1,5,3,2
1727,The temperature of the computer should be low while I am using it. I need the price to be reasonable and the battery life also.,2,1,5,3,2
1728,I need a big screen for my computer to make it easy to work.,2,1,5,3,2
1729,The computer I want should have excellent thermals and graphics. It would be great if it runs cool and is functioned with great screen and touch sensor. I hope it goes with a high performance-cost ratio.,2,1,5,3,2
1730,I need a laptop with good build.,2,1,5,3,2
1731,"I need the computer to have a clean resolution and audio. I also want to access the internet in a faster way. I would need the battery life to be long enough, so I could type at night with a LED lit keyboard.",2,1,5,3,2
1732,I want a computer that have great specs and amazing cooling. The SSD should be fast and the battery life should be long.,2,1,5,3,2
1733,"I have got a list of requirements for my desire computer. First, it should have a nice screen. Second, the bluetooth connection and the AC WIFI should be stable. Third, I want to play games smoothly on it. Fourth, the battery life should be long enough. Fifth, I would need a nice keyboard and a nice trackpad in case I need to type at night. Sixth, the computer should bootup fast. Seventh, I need a nice video card. And last but not least, I need it to be quiet.",2,1,5,3,2
1734,I need a computer that can play games fast and smoothly.,2,1,5,3,2
1735,I want a computer that is able to run games at a high-ultra setting without getting too hot.,2,1,5,3,2
1736,The computer should have both reasonable price and performance.,2,1,5,3,2
1737,The computer I want should have a high performance-cost ratio and a comfortable IPS panel. I hope it is well built and durable. The keyboard would be better to be a back-lit red one and be comfy for typing.,2,1,5,3,2
1738,I need the computer to have high performance-cost ratio and low power consumption and heat.,2,1,5,3,2
1739,I want the computer to provide great performance with games and stay cool while playing.,2,1,5,3,2
1740,"I need the computer to do well in gaming and editing, of course with a good price also.",2,1,5,3,2
1741,I want a computer with long battery life.,2,1,5,3,2
1742,The computer I will be using should have a high performance-cost ratio.,2,1,5,3,2
